,STATE.UT,Year,id,CAUSE,Male.upto.14.years,Male.15.29.years,Male.30.44.years,Male.45.59.years,Male.60.years.and.above,Total.Male,Female.upto.14.years,Female.15.29.years,Female.30.44.years,Female.45.59.years,Female.60.years.and.above,Total.Female,Transgender.upto.14.years,Transgender.15.29.years,Transgender.30.44.years,Transgender.45.59.years,Transgender.60.years.and.above,Total.Transgender,Grand.Total
1335,DAMAN & DIU,2007,9,DOWRY DISPUTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,DAMAN & DIU,2007,9,DRUG ABUSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,DAMAN & DIU,2007,9,ECONOMIC ISSUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2973,DAMAN & DIU,2007,9,EXAM FAILURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3519,DAMAN & DIU,2007,9,FAMILY PROBLEMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4065,DAMAN & DIU,2007,9,HEALTH ISSUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4610,DAMAN & DIU,2007,9,HERO WORSHIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5155,DAMAN & DIU,2007,9,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5700,DAMAN & DIU,2007,9,LOVE AFFAIRS,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
6246,DAMAN & DIU,2007,9,MARITAL ISSUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6792,DAMAN & DIU,2007,9,MENTAL HEALTH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7338,DAMAN & DIU,2007,9,OTHERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7922,DAMAN & DIU,2007,9,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8429,DAMAN & DIU,2007,9,SOCIETAL ISSUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,DAMAN & DIU,2008,9,CAUSES NOT KNOWN,0,4,4,1,0,9,0,1,0,0,2,3,0,0,0,0,0,0,12
828,DAMAN & DIU,2008,9,DEATH OF DEAR PERSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,DAMAN & DIU,2008,9,DOWRY DISPUTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,DAMAN & DIU,2008,9,DRUG ABUSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2466,DAMAN & DIU,2008,9,ECONOMIC ISSUES,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3012,DAMAN & DIU,2008,9,EXAM FAILURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3558,DAMAN & DIU,2008,9,FAMILY PROBLEMS,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4104,DAMAN & DIU,2008,9,HEALTH ISSUES,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4649,DAMAN & DIU,2008,9,HERO WORSHIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5194,DAMAN & DIU,2008,9,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5739,DAMAN & DIU,2008,9,LOVE AFFAIRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6285,DAMAN & DIU,2008,9,MARITAL ISSUES,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6831,DAMAN & DIU,2008,9,MENTAL HEALTH,0,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,3
7377,DAMAN & DIU,2008,9,OTHERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7961,DAMAN & DIU,2008,9,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8468,DAMAN & DIU,2008,9,SOCIETAL ISSUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,DAMAN & DIU,2009,9,CAUSES NOT KNOWN,0,6,0,1,2,9,0,0,5,1,0,6,0,0,0,0,0,0,15
867,DAMAN & DIU,2009,9,DEATH OF DEAR PERSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1413,DAMAN & DIU,2009,9,DOWRY DISPUTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,DAMAN & DIU,2009,9,DRUG ABUSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2505,DAMAN & DIU,2009,9,ECONOMIC ISSUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3051,DAMAN & DIU,2009,9,EXAM FAILURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3597,DAMAN & DIU,2009,9,FAMILY PROBLEMS,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4143,DAMAN & DIU,2009,9,HEALTH ISSUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4688,DAMAN & DIU,2009,9,HERO WORSHIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5233,DAMAN & DIU,2009,9,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5778,DAMAN & DIU,2009,9,LOVE AFFAIRS,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2
6324,DAMAN & DIU,2009,9,MARITAL ISSUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6870,DAMAN & DIU,2009,9,MENTAL HEALTH,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
7416,DAMAN & DIU,2009,9,OTHERS,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
8000,DAMAN & DIU,2009,9,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8507,DAMAN & DIU,2009,9,SOCIETAL ISSUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,DAMAN & DIU,2010,9,CAUSES NOT KNOWN,1,5,5,2,0,13,0,6,1,0,0,7,0,0,0,0,0,0,20
906,DAMAN & DIU,2010,9,DEATH OF DEAR PERSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,DAMAN & DIU,2010,9,DOWRY DISPUTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,DAMAN & DIU,2010,9,DRUG ABUSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2544,DAMAN & DIU,2010,9,ECONOMIC ISSUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090,DAMAN & DIU,2010,9,EXAM FAILURE,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3636,DAMAN & DIU,2010,9,FAMILY PROBLEMS,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4182,DAMAN & DIU,2010,9,HEALTH ISSUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4727,DAMAN & DIU,2010,9,HERO WORSHIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5272,DAMAN & DIU,2010,9,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5817,DAMAN & DIU,2010,9,LOVE AFFAIRS,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2
6363,DAMAN & DIU,2010,9,MARITAL ISSUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6909,DAMAN & DIU,2010,9,MENTAL HEALTH,2,1,0,0,0,3,0,2,0,0,0,2,0,0,0,0,0,0,5
7455,DAMAN & DIU,2010,9,OTHERS,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,2
8039,DAMAN & DIU,2010,9,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8546,DAMAN & DIU,2010,9,SOCIETAL ISSUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,DAMAN & DIU,2011,9,CAUSES NOT KNOWN,0,3,5,4,0,12,0,10,1,1,0,12,0,0,0,0,0,0,24
945,DAMAN & DIU,2011,9,DEATH OF DEAR PERSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,DAMAN & DIU,2011,9,DOWRY DISPUTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,DAMAN & DIU,2011,9,DRUG ABUSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2583,DAMAN & DIU,2011,9,ECONOMIC ISSUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3129,DAMAN & DIU,2011,9,EXAM FAILURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3675,DAMAN & DIU,2011,9,FAMILY PROBLEMS,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
4221,DAMAN & DIU,2011,9,HEALTH ISSUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4766,DAMAN & DIU,2011,9,HERO WORSHIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5311,DAMAN & DIU,2011,9,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5856,DAMAN & DIU,2011,9,LOVE AFFAIRS,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2
6402,DAMAN & DIU,2011,9,MARITAL ISSUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6948,DAMAN & DIU,2011,9,MENTAL HEALTH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7494,DAMAN & DIU,2011,9,OTHERS,1,2,1,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,5
8078,DAMAN & DIU,2011,9,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8585,DAMAN & DIU,2011,9,SOCIETAL ISSUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,DAMAN & DIU,2012,9,CAUSES NOT KNOWN,0,3,2,1,0,6,1,5,1,0,0,7,0,0,0,0,0,0,13
984,DAMAN & DIU,2012,9,DEATH OF DEAR PERSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1530,DAMAN & DIU,2012,9,DOWRY DISPUTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,DAMAN & DIU,2012,9,DRUG ABUSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2622,DAMAN & DIU,2012,9,ECONOMIC ISSUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3168,DAMAN & DIU,2012,9,EXAM FAILURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3714,DAMAN & DIU,2012,9,FAMILY PROBLEMS,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
4260,DAMAN & DIU,2012,9,HEALTH ISSUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4805,DAMAN & DIU,2012,9,HERO WORSHIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5350,DAMAN & DIU,2012,9,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5895,DAMAN & DIU,2012,9,LOVE AFFAIRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6441,DAMAN & DIU,2012,9,MARITAL ISSUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6987,DAMAN & DIU,2012,9,MENTAL HEALTH,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
7533,DAMAN & DIU,2012,9,OTHERS,0,3,8,5,0,16,0,0,3,0,0,3,0,0,0,0,0,0,19
8117,DAMAN & DIU,2012,9,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8624,DAMAN & DIU,2012,9,SOCIETAL ISSUES,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
477,DAMAN & DIU,2013,9,CAUSES NOT KNOWN,0,6,1,2,0,9,0,4,3,2,0,9,0,0,0,0,0,0,18
1023,DAMAN & DIU,2013,9,DEATH OF DEAR PERSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1569,DAMAN & DIU,2013,9,DOWRY DISPUTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,DAMAN & DIU,2013,9,DRUG ABUSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2661,DAMAN & DIU,2013,9,ECONOMIC ISSUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3207,DAMAN & DIU,2013,9,EXAM FAILURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3753,DAMAN & DIU,2013,9,FAMILY PROBLEMS,0,1,1,1,0,3,0,1,1,0,0,2,0,0,0,0,0,0,5
4299,DAMAN & DIU,2013,9,HEALTH ISSUES,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,2
4844,DAMAN & DIU,2013,9,HERO WORSHIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5389,DAMAN & DIU,2013,9,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5934,DAMAN & DIU,2013,9,LOVE AFFAIRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6480,DAMAN & DIU,2013,9,MARITAL ISSUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7026,DAMAN & DIU,2013,9,MENTAL HEALTH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7572,DAMAN & DIU,2013,9,OTHERS,0,1,0,0,0,1,0,2,0,1,0,3,0,0,0,0,0,0,4
8156,DAMAN & DIU,2013,9,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8663,DAMAN & DIU,2013,9,SOCIETAL ISSUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,DAMAN & DIU,2014,9,CAUSES NOT KNOWN,0,10,7,1,1,19,0,2,2,0,0,4,0,0,0,0,0,0,23
1062,DAMAN & DIU,2014,9,DEATH OF DEAR PERSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,DAMAN & DIU,2014,9,DOWRY DISPUTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2154,DAMAN & DIU,2014,9,DRUG ABUSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2700,DAMAN & DIU,2014,9,ECONOMIC ISSUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3246,DAMAN & DIU,2014,9,EXAM FAILURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3792,DAMAN & DIU,2014,9,FAMILY PROBLEMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4338,DAMAN & DIU,2014,9,HEALTH ISSUES,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
4883,DAMAN & DIU,2014,9,HERO WORSHIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5428,DAMAN & DIU,2014,9,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5973,DAMAN & DIU,2014,9,LOVE AFFAIRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6519,DAMAN & DIU,2014,9,MARITAL ISSUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7065,DAMAN & DIU,2014,9,MENTAL HEALTH,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
7611,DAMAN & DIU,2014,9,OTHERS,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
7650,DAMAN & DIU,2014,9,PHYSICAL ABUSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8702,DAMAN & DIU,2014,9,SOCIETAL ISSUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,DELHI (UT),2001,10,CAUSES NOT KNOWN,5,110,98,53,9,275,7,96,63,11,6,183,0,0,0,0,0,0,458
556,DELHI (UT),2001,10,DEATH OF DEAR PERSON,0,3,1,2,0,6,0,3,2,0,0,5,0,0,0,0,0,0,11
1102,DELHI (UT),2001,10,DOWRY DISPUTE,0,1,0,0,0,1,0,23,6,0,0,29,0,0,0,0,0,0,30
1648,DELHI (UT),2001,10,DRUG ABUSE,0,2,10,4,1,17,0,1,0,0,0,1,0,0,0,0,0,0,18
2194,DELHI (UT),2001,10,ECONOMIC ISSUES,3,54,51,13,1,122,2,15,23,2,0,42,0,0,0,0,0,0,164
2740,DELHI (UT),2001,10,EXAM FAILURE,0,13,0,0,0,13,2,8,0,0,0,10,0,0,0,0,0,0,23
3286,DELHI (UT),2001,10,FAMILY PROBLEMS,5,82,67,13,4,171,11,79,49,14,2,155,0,0,0,0,0,0,326
3832,DELHI (UT),2001,10,HEALTH ISSUES,0,11,16,19,8,54,5,12,2,2,2,23,0,0,0,0,0,0,77
4378,DELHI (UT),2001,10,HERO WORSHIP,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2
4923,DELHI (UT),2001,10,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2
5468,DELHI (UT),2001,10,LOVE AFFAIRS,0,13,1,0,0,14,1,13,0,0,0,14,0,0,0,0,0,0,28
6013,DELHI (UT),2001,10,MARITAL ISSUES,0,2,1,3,0,6,0,12,3,0,0,15,0,0,0,0,0,0,21
6559,DELHI (UT),2001,10,MENTAL HEALTH,0,2,3,2,0,7,0,5,4,0,1,10,0,0,0,0,0,0,17
7105,DELHI (UT),2001,10,OTHERS,2,17,12,5,2,38,0,8,4,2,0,14,0,0,0,0,0,0,52
7690,DELHI (UT),2001,10,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4
8196,DELHI (UT),2001,10,SOCIETAL ISSUES,0,5,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,6
49,DELHI (UT),2002,10,CAUSES NOT KNOWN,8,88,61,32,5,194,4,56,26,9,2,97,0,0,0,0,0,0,291
595,DELHI (UT),2002,10,DEATH OF DEAR PERSON,0,2,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,4
1141,DELHI (UT),2002,10,DOWRY DISPUTE,0,1,0,0,0,1,0,34,15,1,0,50,0,0,0,0,0,0,51
1687,DELHI (UT),2002,10,DRUG ABUSE,0,17,4,2,0,23,0,0,1,0,0,1,0,0,0,0,0,0,24
2233,DELHI (UT),2002,10,ECONOMIC ISSUES,0,26,33,15,0,74,1,4,2,3,0,10,0,0,0,0,0,0,84
2779,DELHI (UT),2002,10,EXAM FAILURE,5,13,0,0,0,18,6,11,0,0,0,17,0,0,0,0,0,0,35
3325,DELHI (UT),2002,10,FAMILY PROBLEMS,2,100,85,23,3,213,4,69,54,7,1,135,0,0,0,0,0,0,348
3871,DELHI (UT),2002,10,HEALTH ISSUES,0,15,13,13,5,46,0,6,12,3,1,22,0,0,0,0,0,0,68
4417,DELHI (UT),2002,10,HERO WORSHIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4962,DELHI (UT),2002,10,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,4
5507,DELHI (UT),2002,10,LOVE AFFAIRS,0,13,2,0,0,15,0,21,1,0,0,22,0,0,0,0,0,0,37
6052,DELHI (UT),2002,10,MARITAL ISSUES,0,5,4,1,0,10,0,11,5,0,0,16,0,0,0,0,0,0,26
6598,DELHI (UT),2002,10,MENTAL HEALTH,0,7,5,3,3,18,0,2,4,0,0,6,0,0,0,0,0,0,24
7144,DELHI (UT),2002,10,OTHERS,0,11,10,3,0,24,1,18,2,0,0,21,0,0,0,0,0,0,45
7729,DELHI (UT),2002,10,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4
8235,DELHI (UT),2002,10,SOCIETAL ISSUES,0,3,1,0,0,4,0,2,2,0,0,4,0,0,0,0,0,0,8
88,DELHI (UT),2003,10,CAUSES NOT KNOWN,9,98,73,30,3,213,7,61,36,12,2,118,0,0,0,0,0,0,331
634,DELHI (UT),2003,10,DEATH OF DEAR PERSON,0,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,3
1180,DELHI (UT),2003,10,DOWRY DISPUTE,0,1,0,0,0,1,1,29,5,7,0,42,0,0,0,0,0,0,43
1726,DELHI (UT),2003,10,DRUG ABUSE,0,9,8,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,18
2272,DELHI (UT),2003,10,ECONOMIC ISSUES,0,31,25,3,1,60,0,7,3,0,0,10,0,0,0,0,0,0,70
2818,DELHI (UT),2003,10,EXAM FAILURE,2,14,1,0,0,17,6,14,0,0,0,20,0,0,0,0,0,0,37
3364,DELHI (UT),2003,10,FAMILY PROBLEMS,3,89,92,25,0,209,3,71,35,9,0,118,0,0,0,0,0,0,327
3910,DELHI (UT),2003,10,HEALTH ISSUES,0,11,30,19,9,69,0,5,10,7,2,24,0,0,0,0,0,0,93
4456,DELHI (UT),2003,10,HERO WORSHIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001,DELHI (UT),2003,10,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5546,DELHI (UT),2003,10,LOVE AFFAIRS,0,13,1,0,0,14,0,13,0,0,0,13,0,0,0,0,0,0,27
6091,DELHI (UT),2003,10,MARITAL ISSUES,0,8,3,0,0,11,1,6,6,0,0,13,0,0,0,0,0,0,24
6637,DELHI (UT),2003,10,MENTAL HEALTH,0,6,5,0,0,11,0,3,4,2,0,9,0,0,0,0,0,0,20
7183,DELHI (UT),2003,10,OTHERS,4,45,38,12,14,113,1,22,13,4,1,41,0,0,0,0,0,0,154
7768,DELHI (UT),2003,10,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,1,0,0,0,1,0,3,0,0,0,3,0,0,0,0,0,0,4
8274,DELHI (UT),2003,10,SOCIETAL ISSUES,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
127,DELHI (UT),2004,10,CAUSES NOT KNOWN,6,125,102,28,3,264,4,71,24,6,4,109,0,0,0,0,0,0,373
673,DELHI (UT),2004,10,DEATH OF DEAR PERSON,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2
1219,DELHI (UT),2004,10,DOWRY DISPUTE,0,0,0,0,0,0,0,46,6,0,0,52,0,0,0,0,0,0,52
1765,DELHI (UT),2004,10,DRUG ABUSE,0,8,7,3,0,18,0,1,1,0,0,2,0,0,0,0,0,0,20
2311,DELHI (UT),2004,10,ECONOMIC ISSUES,3,37,33,8,1,82,0,11,2,1,1,15,0,0,0,0,0,0,97
2857,DELHI (UT),2004,10,EXAM FAILURE,4,23,0,0,0,27,4,14,0,0,0,18,0,0,0,0,0,0,45
3403,DELHI (UT),2004,10,FAMILY PROBLEMS,1,69,83,24,6,183,0,55,43,8,9,115,0,0,0,0,0,0,298
3949,DELHI (UT),2004,10,HEALTH ISSUES,1,20,15,23,5,64,2,20,13,4,2,41,0,0,0,0,0,0,105
4495,DELHI (UT),2004,10,HERO WORSHIP,0,1,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,3
5040,DELHI (UT),2004,10,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5585,DELHI (UT),2004,10,LOVE AFFAIRS,0,8,0,1,0,9,1,15,0,0,0,16,0,0,0,0,0,0,25
6130,DELHI (UT),2004,10,MARITAL ISSUES,0,4,2,0,0,6,0,22,1,0,0,23,0,0,0,0,0,0,29
6676,DELHI (UT),2004,10,MENTAL HEALTH,0,6,5,5,2,18,2,5,2,0,0,9,0,0,0,0,0,0,27
7222,DELHI (UT),2004,10,OTHERS,4,38,48,26,3,119,4,17,22,5,0,48,0,0,0,0,0,0,167
7807,DELHI (UT),2004,10,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,2
8313,DELHI (UT),2004,10,SOCIETAL ISSUES,0,3,3,2,0,8,0,2,1,0,0,3,0,0,0,0,0,0,11
166,DELHI (UT),2005,10,CAUSES NOT KNOWN,3,137,85,33,2,260,6,79,44,7,1,137,0,0,0,0,0,0,397
712,DELHI (UT),2005,10,DEATH OF DEAR PERSON,0,3,1,0,0,4,0,1,1,0,0,2,0,0,0,0,0,0,6
1258,DELHI (UT),2005,10,DOWRY DISPUTE,0,4,0,0,0,4,0,44,6,1,0,51,0,0,0,0,0,0,55
1804,DELHI (UT),2005,10,DRUG ABUSE,0,6,10,2,0,18,0,0,1,0,0,1,0,0,0,0,0,0,19
2350,DELHI (UT),2005,10,ECONOMIC ISSUES,0,31,37,1,2,71,0,9,6,1,0,16,0,0,0,0,0,0,87
2896,DELHI (UT),2005,10,EXAM FAILURE,3,12,2,0,0,17,2,8,0,0,0,10,0,0,0,0,0,0,27
3442,DELHI (UT),2005,10,FAMILY PROBLEMS,0,88,76,40,13,217,0,75,45,6,3,129,0,0,0,0,0,0,346
3988,DELHI (UT),2005,10,HEALTH ISSUES,0,21,13,13,5,52,0,15,10,6,2,33,0,0,0,0,0,0,85
4534,DELHI (UT),2005,10,HERO WORSHIP,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
5079,DELHI (UT),2005,10,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5624,DELHI (UT),2005,10,LOVE AFFAIRS,0,23,5,0,0,28,1,17,2,0,0,20,0,0,0,0,0,0,48
6169,DELHI (UT),2005,10,MARITAL ISSUES,0,1,2,0,0,3,0,3,3,0,0,6,0,0,0,0,0,0,9
