STATE.UT,id,Year,CAUSE,Male,Female,Total
HIMACHAL PRADESH,14,2012,Middle,58,30,88
HIMACHAL PRADESH,14,2012,Matriculate/Secondary,125,55,180
HIMACHAL PRADESH,14,2012,Hr. Secondary/Intermediate/Pre-University,50,27,77
HIMACHAL PRADESH,14,2012,Diploma,8,3,11
HIMACHAL PRADESH,14,2012,Graduate,11,7,18
HIMACHAL PRADESH,14,2012,Post Graduate and Above,8,4,12
HIMACHAL PRADESH,14,2013,No Education,42,16,58
HIMACHAL PRADESH,14,2013,Primary,58,35,93
HIMACHAL PRADESH,14,2013,Middle,57,32,89
HIMACHAL PRADESH,14,2013,Matriculate/Secondary,116,60,176
HIMACHAL PRADESH,14,2013,Hr. Secondary/Intermediate/Pre-University,44,26,70
HIMACHAL PRADESH,14,2013,Diploma,19,3,22
HIMACHAL PRADESH,14,2013,Graduate,24,14,38
HIMACHAL PRADESH,14,2013,Post Graduate and Above,4,4,8
HIMACHAL PRADESH,14,2014,No Education,56,30,86
HIMACHAL PRADESH,14,2014,Primary,52,35,87
HIMACHAL PRADESH,14,2014,Middle,77,47,124
HIMACHAL PRADESH,14,2014,Matriculate/Secondary,125,85,210
HIMACHAL PRADESH,14,2014,Hr. Secondary/Intermediate/Pre-University,46,35,81
HIMACHAL PRADESH,14,2014,Diploma,1,0,1
HIMACHAL PRADESH,14,2014,Graduate,28,11,39
HIMACHAL PRADESH,14,2014,Post Graduate and Above,2,0,2
JAMMU & KASHMIR,15,2001,No Education,29,19,48
JAMMU & KASHMIR,15,2001,Primary,11,17,28
JAMMU & KASHMIR,15,2001,Middle,17,10,27
JAMMU & KASHMIR,15,2001,Matriculate/Secondary,20,9,29
JAMMU & KASHMIR,15,2001,Hr. Secondary/Intermediate/Pre-University,10,4,14
JAMMU & KASHMIR,15,2001,Diploma,2,0,2
JAMMU & KASHMIR,15,2001,Graduate,2,2,4
JAMMU & KASHMIR,15,2001,Post Graduate and Above,0,1,1
JAMMU & KASHMIR,15,2002,No Education,18,32,50
JAMMU & KASHMIR,15,2002,Primary,18,17,35
JAMMU & KASHMIR,15,2002,Middle,27,19,46
JAMMU & KASHMIR,15,2002,Matriculate/Secondary,20,12,32
JAMMU & KASHMIR,15,2002,Hr. Secondary/Intermediate/Pre-University,8,3,11
JAMMU & KASHMIR,15,2002,Diploma,1,0,1
JAMMU & KASHMIR,15,2002,Graduate,0,1,1
JAMMU & KASHMIR,15,2002,Post Graduate and Above,4,4,8
JAMMU & KASHMIR,15,2003,No Education,9,27,36
JAMMU & KASHMIR,15,2003,Primary,11,16,27
JAMMU & KASHMIR,15,2003,Middle,19,16,35
JAMMU & KASHMIR,15,2003,Matriculate/Secondary,15,9,24
JAMMU & KASHMIR,15,2003,Hr. Secondary/Intermediate/Pre-University,7,2,9
JAMMU & KASHMIR,15,2003,Diploma,0,0,0
JAMMU & KASHMIR,15,2003,Graduate,0,1,1
JAMMU & KASHMIR,15,2003,Post Graduate and Above,2,4,6
JAMMU & KASHMIR,15,2004,No Education,12,20,32
JAMMU & KASHMIR,15,2004,Primary,12,13,25
JAMMU & KASHMIR,15,2004,Middle,9,14,23
JAMMU & KASHMIR,15,2004,Matriculate/Secondary,13,10,23
JAMMU & KASHMIR,15,2004,Hr. Secondary/Intermediate/Pre-University,4,0,4
JAMMU & KASHMIR,15,2004,Diploma,0,0,0
JAMMU & KASHMIR,15,2004,Graduate,0,1,1
JAMMU & KASHMIR,15,2004,Post Graduate and Above,1,3,4
JAMMU & KASHMIR,15,2005,No Education,45,26,71
JAMMU & KASHMIR,15,2005,Primary,41,22,63
JAMMU & KASHMIR,15,2005,Middle,60,30,90
JAMMU & KASHMIR,15,2005,Matriculate/Secondary,31,9,40
JAMMU & KASHMIR,15,2005,Hr. Secondary/Intermediate/Pre-University,13,8,21
JAMMU & KASHMIR,15,2005,Diploma,0,0,0
JAMMU & KASHMIR,15,2005,Graduate,6,3,9
JAMMU & KASHMIR,15,2005,Post Graduate and Above,0,0,0
JAMMU & KASHMIR,15,2006,No Education,30,33,63
JAMMU & KASHMIR,15,2006,Primary,24,20,44
JAMMU & KASHMIR,15,2006,Middle,45,20,65
JAMMU & KASHMIR,15,2006,Matriculate/Secondary,41,25,66
JAMMU & KASHMIR,15,2006,Hr. Secondary/Intermediate/Pre-University,4,6,10
JAMMU & KASHMIR,15,2006,Diploma,1,0,1
JAMMU & KASHMIR,15,2006,Graduate,3,4,7
JAMMU & KASHMIR,15,2006,Post Graduate and Above,4,2,6
JAMMU & KASHMIR,15,2007,No Education,38,22,60
JAMMU & KASHMIR,15,2007,Primary,24,15,39
JAMMU & KASHMIR,15,2007,Middle,39,18,57
JAMMU & KASHMIR,15,2007,Matriculate/Secondary,41,19,60
JAMMU & KASHMIR,15,2007,Hr. Secondary/Intermediate/Pre-University,9,6,15
JAMMU & KASHMIR,15,2007,Diploma,0,0,0
JAMMU & KASHMIR,15,2007,Graduate,1,1,2
JAMMU & KASHMIR,15,2007,Post Graduate and Above,1,0,1
JAMMU & KASHMIR,15,2008,No Education,26,31,57
JAMMU & KASHMIR,15,2008,Primary,14,15,29
JAMMU & KASHMIR,15,2008,Middle,39,28,67
JAMMU & KASHMIR,15,2008,Matriculate/Secondary,56,47,103
JAMMU & KASHMIR,15,2008,Hr. Secondary/Intermediate/Pre-University,24,10,34
JAMMU & KASHMIR,15,2008,Diploma,13,2,15
JAMMU & KASHMIR,15,2008,Graduate,2,0,2
JAMMU & KASHMIR,15,2008,Post Graduate and Above,3,0,3
JAMMU & KASHMIR,15,2009,No Education,23,29,52
JAMMU & KASHMIR,15,2009,Primary,7,20,27
JAMMU & KASHMIR,15,2009,Middle,34,27,61
JAMMU & KASHMIR,15,2009,Matriculate/Secondary,56,45,101
JAMMU & KASHMIR,15,2009,Hr. Secondary/Intermediate/Pre-University,13,11,24
JAMMU & KASHMIR,15,2009,Diploma,7,3,10
JAMMU & KASHMIR,15,2009,Graduate,13,10,23
JAMMU & KASHMIR,15,2009,Post Graduate and Above,15,8,23
JAMMU & KASHMIR,15,2010,No Education,37,34,71
JAMMU & KASHMIR,15,2010,Primary,17,21,38
JAMMU & KASHMIR,15,2010,Middle,26,35,61
JAMMU & KASHMIR,15,2010,Matriculate/Secondary,29,33,62
JAMMU & KASHMIR,15,2010,Hr. Secondary/Intermediate/Pre-University,6,13,19
JAMMU & KASHMIR,15,2010,Diploma,2,0,2
JAMMU & KASHMIR,15,2010,Graduate,4,0,4
JAMMU & KASHMIR,15,2010,Post Graduate and Above,1,1,2
JAMMU & KASHMIR,15,2011,No Education,45,35,80
JAMMU & KASHMIR,15,2011,Primary,16,27,43
JAMMU & KASHMIR,15,2011,Middle,28,34,62
JAMMU & KASHMIR,15,2011,Matriculate/Secondary,32,30,62
JAMMU & KASHMIR,15,2011,Hr. Secondary/Intermediate/Pre-University,11,9,20
JAMMU & KASHMIR,15,2011,Diploma,5,1,6
JAMMU & KASHMIR,15,2011,Graduate,4,3,7
JAMMU & KASHMIR,15,2011,Post Graduate and Above,3,4,7
JAMMU & KASHMIR,15,2012,No Education,36,62,98
JAMMU & KASHMIR,15,2012,Primary,25,44,69
JAMMU & KASHMIR,15,2012,Middle,47,40,87
JAMMU & KASHMIR,15,2012,Matriculate/Secondary,58,52,110
JAMMU & KASHMIR,15,2012,Hr. Secondary/Intermediate/Pre-University,17,17,34
JAMMU & KASHMIR,15,2012,Diploma,3,2,5
JAMMU & KASHMIR,15,2012,Graduate,5,5,10
JAMMU & KASHMIR,15,2012,Post Graduate and Above,1,0,1
JAMMU & KASHMIR,15,2013,No Education,33,45,78
JAMMU & KASHMIR,15,2013,Primary,30,12,42
JAMMU & KASHMIR,15,2013,Middle,40,26,66
JAMMU & KASHMIR,15,2013,Matriculate/Secondary,43,35,78
JAMMU & KASHMIR,15,2013,Hr. Secondary/Intermediate/Pre-University,18,12,30
JAMMU & KASHMIR,15,2013,Diploma,1,0,1
JAMMU & KASHMIR,15,2013,Graduate,2,2,4
JAMMU & KASHMIR,15,2013,Post Graduate and Above,1,2,3
JAMMU & KASHMIR,15,2014,No Education,34,20,54
JAMMU & KASHMIR,15,2014,Primary,17,8,25
JAMMU & KASHMIR,15,2014,Middle,32,19,51
JAMMU & KASHMIR,15,2014,Matriculate/Secondary,45,19,64
JAMMU & KASHMIR,15,2014,Hr. Secondary/Intermediate/Pre-University,3,17,20
JAMMU & KASHMIR,15,2014,Diploma,0,0,0
JAMMU & KASHMIR,15,2014,Graduate,1,1,2
JAMMU & KASHMIR,15,2014,Post Graduate and Above,0,0,0
JHARKHAND,16,2001,No Education,84,84,168
JHARKHAND,16,2001,Primary,23,10,33
JHARKHAND,16,2001,Middle,19,5,24
JHARKHAND,16,2001,Matriculate/Secondary,13,5,18
JHARKHAND,16,2001,Hr. Secondary/Intermediate/Pre-University,1,5,6
JHARKHAND,16,2001,Diploma,0,0,0
JHARKHAND,16,2001,Graduate,1,0,1
JHARKHAND,16,2001,Post Graduate and Above,0,0,0
JHARKHAND,16,2002,No Education,65,60,125
JHARKHAND,16,2002,Primary,12,15,27
JHARKHAND,16,2002,Middle,12,14,26
JHARKHAND,16,2002,Matriculate/Secondary,15,4,19
JHARKHAND,16,2002,Hr. Secondary/Intermediate/Pre-University,30,1,31
JHARKHAND,16,2002,Diploma,2,0,2
JHARKHAND,16,2002,Graduate,11,25,36
JHARKHAND,16,2002,Post Graduate and Above,6,0,6
JHARKHAND,16,2003,No Education,64,65,129
JHARKHAND,16,2003,Primary,14,14,28
JHARKHAND,16,2003,Middle,13,15,28
JHARKHAND,16,2003,Matriculate/Secondary,16,5,21
JHARKHAND,16,2003,Hr. Secondary/Intermediate/Pre-University,24,2,26
JHARKHAND,16,2003,Diploma,3,0,3
JHARKHAND,16,2003,Graduate,12,18,30
JHARKHAND,16,2003,Post Graduate and Above,7,0,7
JHARKHAND,16,2004,No Education,73,71,144
JHARKHAND,16,2004,Primary,29,23,52
JHARKHAND,16,2004,Middle,21,33,54
JHARKHAND,16,2004,Matriculate/Secondary,36,22,58
JHARKHAND,16,2004,Hr. Secondary/Intermediate/Pre-University,40,10,50
JHARKHAND,16,2004,Diploma,5,0,5
JHARKHAND,16,2004,Graduate,17,23,40
JHARKHAND,16,2004,Post Graduate and Above,12,2,14
JHARKHAND,16,2005,No Education,112,123,235
JHARKHAND,16,2005,Primary,106,40,146
JHARKHAND,16,2005,Middle,85,40,125
JHARKHAND,16,2005,Matriculate/Secondary,118,48,166
JHARKHAND,16,2005,Hr. Secondary/Intermediate/Pre-University,74,22,96
JHARKHAND,16,2005,Diploma,4,0,4
JHARKHAND,16,2005,Graduate,22,10,32
JHARKHAND,16,2005,Post Graduate and Above,2,2,4
JHARKHAND,16,2006,No Education,151,97,248
JHARKHAND,16,2006,Primary,102,49,151
JHARKHAND,16,2006,Middle,98,71,169
JHARKHAND,16,2006,Matriculate/Secondary,82,75,157
JHARKHAND,16,2006,Hr. Secondary/Intermediate/Pre-University,66,26,92
JHARKHAND,16,2006,Diploma,4,1,5
JHARKHAND,16,2006,Graduate,16,15,31
JHARKHAND,16,2006,Post Graduate and Above,2,1,3
JHARKHAND,16,2007,No Education,286,180,466
JHARKHAND,16,2007,Primary,127,49,176
JHARKHAND,16,2007,Middle,185,68,253
JHARKHAND,16,2007,Matriculate/Secondary,164,52,216
JHARKHAND,16,2007,Hr. Secondary/Intermediate/Pre-University,79,30,109
JHARKHAND,16,2007,Diploma,8,1,9
JHARKHAND,16,2007,Graduate,30,27,57
JHARKHAND,16,2007,Post Graduate and Above,1,2,3
JHARKHAND,16,2008,No Education,171,120,291
JHARKHAND,16,2008,Primary,128,48,176
JHARKHAND,16,2008,Middle,126,50,176
JHARKHAND,16,2008,Matriculate/Secondary,98,54,152
JHARKHAND,16,2008,Hr. Secondary/Intermediate/Pre-University,51,20,71
JHARKHAND,16,2008,Diploma,6,0,6
JHARKHAND,16,2008,Graduate,21,11,32
JHARKHAND,16,2008,Post Graduate and Above,1,6,7
JHARKHAND,16,2009,No Education,238,106,344
JHARKHAND,16,2009,Primary,117,80,197
JHARKHAND,16,2009,Middle,126,78,204
JHARKHAND,16,2009,Matriculate/Secondary,105,43,148
JHARKHAND,16,2009,Hr. Secondary/Intermediate/Pre-University,119,46,165
JHARKHAND,16,2009,Diploma,8,0,8
JHARKHAND,16,2009,Graduate,27,13,40
JHARKHAND,16,2009,Post Graduate and Above,4,2,6
JHARKHAND,16,2010,No Education,151,140,291
JHARKHAND,16,2010,Primary,107,74,181
JHARKHAND,16,2010,Middle,142,83,225
JHARKHAND,16,2010,Matriculate/Secondary,171,78,249
JHARKHAND,16,2010,Hr. Secondary/Intermediate/Pre-University,124,45,169
JHARKHAND,16,2010,Diploma,10,1,11
JHARKHAND,16,2010,Graduate,29,13,42
JHARKHAND,16,2010,Post Graduate and Above,61,3,64
JHARKHAND,16,2011,No Education,148,100,248
JHARKHAND,16,2011,Primary,138,70,208
JHARKHAND,16,2011,Middle,149,67,216
JHARKHAND,16,2011,Matriculate/Secondary,223,76,299
JHARKHAND,16,2011,Hr. Secondary/Intermediate/Pre-University,84,35,119
JHARKHAND,16,2011,Diploma,8,3,11
JHARKHAND,16,2011,Graduate,75,36,111
JHARKHAND,16,2011,Post Graduate and Above,0,0,0
JHARKHAND,16,2012,No Education,199,130,329
JHARKHAND,16,2012,Primary,83,83,166
JHARKHAND,16,2012,Middle,177,128,305
JHARKHAND,16,2012,Matriculate/Secondary,183,69,252
JHARKHAND,16,2012,Hr. Secondary/Intermediate/Pre-University,144,49,193
JHARKHAND,16,2012,Diploma,19,9,28
JHARKHAND,16,2012,Graduate,28,11,39
JHARKHAND,16,2012,Post Graduate and Above,5,2,7
JHARKHAND,16,2013,No Education,225,136,361
JHARKHAND,16,2013,Primary,163,91,254
JHARKHAND,16,2013,Middle,147,95,242
JHARKHAND,16,2013,Matriculate/Secondary,282,92,374
JHARKHAND,16,2013,Hr. Secondary/Intermediate/Pre-University,100,43,143
JHARKHAND,16,2013,Diploma,10,4,14
JHARKHAND,16,2013,Graduate,45,12,57
JHARKHAND,16,2013,Post Graduate and Above,12,3,15
JHARKHAND,16,2014,No Education,293,146,439
JHARKHAND,16,2014,Primary,277,128,405
JHARKHAND,16,2014,Middle,80,23,103
JHARKHAND,16,2014,Matriculate/Secondary,49,45,94
JHARKHAND,16,2014,Hr. Secondary/Intermediate/Pre-University,42,7,49
JHARKHAND,16,2014,Diploma,13,2,15
JHARKHAND,16,2014,Graduate,44,15,59
JHARKHAND,16,2014,Post Graduate and Above,4,1,5
KARNATAKA,17,2001,No Education,2640,1550,4190
KARNATAKA,17,2001,Primary,2059,1006,3065
KARNATAKA,17,2001,Middle,1485,780,2265
KARNATAKA,17,2001,Matriculate/Secondary,1051,412,1463
KARNATAKA,17,2001,Hr. Secondary/Intermediate/Pre-University,408,199,607
KARNATAKA,17,2001,Diploma,87,10,97
KARNATAKA,17,2001,Graduate,123,47,170
KARNATAKA,17,2001,Post Graduate and Above,18,6,24
KARNATAKA,17,2002,No Education,2435,1519,3954
KARNATAKA,17,2002,Primary,2093,1060,3153
KARNATAKA,17,2002,Middle,1703,731,2434
KARNATAKA,17,2002,Matriculate/Secondary,1035,456,1491
KARNATAKA,17,2002,Hr. Secondary/Intermediate/Pre-University,572,241,813
KARNATAKA,17,2002,Diploma,76,74,150
KARNATAKA,17,2002,Graduate,139,102,241
KARNATAKA,17,2002,Post Graduate and Above,27,7,34
KARNATAKA,17,2003,No Education,2619,1433,4052
KARNATAKA,17,2003,Primary,2281,1062,3343
KARNATAKA,17,2003,Middle,1542,776,2318
KARNATAKA,17,2003,Matriculate/Secondary,1151,469,1620
KARNATAKA,17,2003,Hr. Secondary/Intermediate/Pre-University,554,184,738
KARNATAKA,17,2003,Diploma,70,25,95
KARNATAKA,17,2003,Graduate,135,34,169
KARNATAKA,17,2003,Post Graduate and Above,23,3,26
KARNATAKA,17,2004,No Education,2159,1263,3422
KARNATAKA,17,2004,Primary,2173,1008,3181
KARNATAKA,17,2004,Middle,1729,881,2610
KARNATAKA,17,2004,Matriculate/Secondary,1184,471,1655
KARNATAKA,17,2004,Hr. Secondary/Intermediate/Pre-University,501,213,714
KARNATAKA,17,2004,Diploma,49,10,59
KARNATAKA,17,2004,Graduate,162,51,213
KARNATAKA,17,2004,Post Graduate and Above,61,22,83
KARNATAKA,17,2005,No Education,2021,1125,3146
KARNATAKA,17,2005,Primary,2051,1142,3193
KARNATAKA,17,2005,Middle,1835,832,2667
KARNATAKA,17,2005,Matriculate/Secondary,1165,480,1645
KARNATAKA,17,2005,Hr. Secondary/Intermediate/Pre-University,456,206,662
KARNATAKA,17,2005,Diploma,45,17,62
KARNATAKA,17,2005,Graduate,111,44,155
KARNATAKA,17,2005,Post Graduate and Above,23,4,27
KARNATAKA,17,2006,No Education,2179,1320,3499
KARNATAKA,17,2006,Primary,2054,1104,3158
KARNATAKA,17,2006,Middle,1679,795,2474
KARNATAKA,17,2006,Matriculate/Secondary,1357,595,1952
KARNATAKA,17,2006,Hr. Secondary/Intermediate/Pre-University,550,288,838
KARNATAKA,17,2006,Diploma,69,8,77
KARNATAKA,17,2006,Graduate,142,51,193
KARNATAKA,17,2006,Post Graduate and Above,18,3,21
KARNATAKA,17,2007,No Education,1979,1190,3169
KARNATAKA,17,2007,Primary,2348,1171,3519
KARNATAKA,17,2007,Middle,1712,635,2347
KARNATAKA,17,2007,Matriculate/Secondary,1522,584,2106
KARNATAKA,17,2007,Hr. Secondary/Intermediate/Pre-University,580,237,817
KARNATAKA,17,2007,Diploma,78,19,97
KARNATAKA,17,2007,Graduate,152,65,217
KARNATAKA,17,2007,Post Graduate and Above,21,11,32
KARNATAKA,17,2008,No Education,1961,1100,3061
KARNATAKA,17,2008,Primary,2102,1095,3197
KARNATAKA,17,2008,Middle,1637,708,2345
KARNATAKA,17,2008,Matriculate/Secondary,1550,684,2234
KARNATAKA,17,2008,Hr. Secondary/Intermediate/Pre-University,605,294,899
KARNATAKA,17,2008,Diploma,69,16,85
KARNATAKA,17,2008,Graduate,273,99,372
KARNATAKA,17,2008,Post Graduate and Above,19,10,29
KARNATAKA,17,2009,No Education,2683,1455,4138
KARNATAKA,17,2009,Primary,2003,960,2963
KARNATAKA,17,2009,Middle,1378,542,1920
KARNATAKA,17,2009,Matriculate/Secondary,1268,625,1893
KARNATAKA,17,2009,Hr. Secondary/Intermediate/Pre-University,576,301,877
KARNATAKA,17,2009,Diploma,61,20,81
KARNATAKA,17,2009,Graduate,203,69,272
KARNATAKA,17,2009,Post Graduate and Above,37,14,51
KARNATAKA,17,2010,No Education,1903,1300,3203
KARNATAKA,17,2010,Primary,2192,1058,3250
KARNATAKA,17,2010,Middle,1585,666,2251
KARNATAKA,17,2010,Matriculate/Secondary,1696,828,2524
KARNATAKA,17,2010,Hr. Secondary/Intermediate/Pre-University,623,285,908
KARNATAKA,17,2010,Diploma,158,28,186
KARNATAKA,17,2010,Graduate,218,63,281
KARNATAKA,17,2010,Post Graduate and Above,32,16,48
KARNATAKA,17,2011,No Education,2111,1301,3412
KARNATAKA,17,2011,Primary,2138,952,3090
KARNATAKA,17,2011,Middle,1650,741,2391
KARNATAKA,17,2011,Matriculate/Secondary,1319,577,1896
KARNATAKA,17,2011,Hr. Secondary/Intermediate/Pre-University,745,344,1089
KARNATAKA,17,2011,Diploma,143,63,206
KARNATAKA,17,2011,Graduate,299,127,426
KARNATAKA,17,2011,Post Graduate and Above,67,45,112
KARNATAKA,17,2012,No Education,2027,1038,3065
KARNATAKA,17,2012,Primary,2002,993,2995
KARNATAKA,17,2012,Middle,1806,898,2704
KARNATAKA,17,2012,Matriculate/Secondary,1435,658,2093
KARNATAKA,17,2012,Hr. Secondary/Intermediate/Pre-University,923,421,1344
KARNATAKA,17,2012,Diploma,85,19,104
KARNATAKA,17,2012,Graduate,250,117,367
KARNATAKA,17,2012,Post Graduate and Above,68,13,81
KARNATAKA,17,2013,No Education,1559,817,2376
KARNATAKA,17,2013,Primary,1554,749,2303
KARNATAKA,17,2013,Middle,1680,731,2411
KARNATAKA,17,2013,Matriculate/Secondary,1602,670,2272
KARNATAKA,17,2013,Hr. Secondary/Intermediate/Pre-University,883,372,1255
KARNATAKA,17,2013,Diploma,109,57,166
KARNATAKA,17,2013,Graduate,287,120,407
KARNATAKA,17,2013,Post Graduate and Above,59,17,76
KARNATAKA,17,2014,No Education,1216,555,1771
KARNATAKA,17,2014,Primary,1423,608,2031
KARNATAKA,17,2014,Middle,1230,549,1779
KARNATAKA,17,2014,Matriculate/Secondary,1673,738,2411
KARNATAKA,17,2014,Hr. Secondary/Intermediate/Pre-University,891,369,1260
KARNATAKA,17,2014,Diploma,81,30,111
KARNATAKA,17,2014,Graduate,249,119,368
KARNATAKA,17,2014,Post Graduate and Above,32,9,41
KERALA,18,2001,No Education,311,186,497
KERALA,18,2001,Primary,1691,781,2472
KERALA,18,2001,Middle,2303,923,3226
KERALA,18,2001,Matriculate/Secondary,1734,582,2316
KERALA,18,2001,Hr. Secondary/Intermediate/Pre-University,512,221,733
KERALA,18,2001,Diploma,47,8,55
KERALA,18,2001,Graduate,139,61,200
KERALA,18,2001,Post Graduate and Above,50,23,73
KERALA,18,2002,No Education,453,207,660
KERALA,18,2002,Primary,1695,729,2424
KERALA,18,2002,Middle,2305,755,3060
KERALA,18,2002,Matriculate/Secondary,1920,693,2613
KERALA,18,2002,Hr. Secondary/Intermediate/Pre-University,540,159,699
KERALA,18,2002,Diploma,88,20,108
KERALA,18,2002,Graduate,124,63,187
KERALA,18,2002,Post Graduate and Above,40,19,59
KERALA,18,2003,No Education,512,260,772
KERALA,18,2003,Primary,2084,752,2836
KERALA,18,2003,Middle,2216,703,2919
KERALA,18,2003,Matriculate/Secondary,1593,539,2132
KERALA,18,2003,Hr. Secondary/Intermediate/Pre-University,375,158,533
KERALA,18,2003,Diploma,33,19,52
KERALA,18,2003,Graduate,106,60,166
KERALA,18,2003,Post Graduate and Above,16,12,28
KERALA,18,2004,No Education,483,244,727
KERALA,18,2004,Primary,1749,701,2450
KERALA,18,2004,Middle,2188,683,2871
KERALA,18,2004,Matriculate/Secondary,1583,561,2144
KERALA,18,2004,Hr. Secondary/Intermediate/Pre-University,433,187,620
KERALA,18,2004,Diploma,46,16,62
KERALA,18,2004,Graduate,107,53,160
KERALA,18,2004,Post Graduate and Above,9,10,19
KERALA,18,2005,No Education,300,178,478
KERALA,18,2005,Primary,1379,554,1933
KERALA,18,2005,Middle,2289,678,2967
KERALA,18,2005,Matriculate/Secondary,2152,659,2811
KERALA,18,2005,Hr. Secondary/Intermediate/Pre-University,550,252,802
KERALA,18,2005,Diploma,42,13,55
KERALA,18,2005,Graduate,101,68,169
KERALA,18,2005,Post Graduate and Above,17,12,29
KERALA,18,2006,No Education,274,160,434
KERALA,18,2006,Primary,1368,534,1902
KERALA,18,2006,Middle,2205,707,2912
KERALA,18,2006,Matriculate/Secondary,1933,670,2603
KERALA,18,2006,Hr. Secondary/Intermediate/Pre-University,613,272,885
KERALA,18,2006,Diploma,54,12,66
KERALA,18,2006,Graduate,120,77,197
KERALA,18,2006,Post Graduate and Above,16,11,27
KERALA,18,2007,No Education,202,142,344
KERALA,18,2007,Primary,1414,478,1892
KERALA,18,2007,Middle,2065,657,2722
KERALA,18,2007,Matriculate/Secondary,2031,671,2702
KERALA,18,2007,Hr. Secondary/Intermediate/Pre-University,610,290,900
KERALA,18,2007,Diploma,73,33,106
KERALA,18,2007,Graduate,166,88,254
KERALA,18,2007,Post Graduate and Above,27,15,42
KERALA,18,2008,No Education,199,102,301
KERALA,18,2008,Primary,1254,536,1790
KERALA,18,2008,Middle,1990,636,2626
KERALA,18,2008,Matriculate/Secondary,1840,742,2582
KERALA,18,2008,Hr. Secondary/Intermediate/Pre-University,601,304,905
KERALA,18,2008,Diploma,52,21,73
KERALA,18,2008,Graduate,162,78,240
KERALA,18,2008,Post Graduate and Above,32,20,52
KERALA,18,2009,No Education,116,61,177
KERALA,18,2009,Primary,1156,498,1654
KERALA,18,2009,Middle,2083,625,2708
KERALA,18,2009,Matriculate/Secondary,1853,740,2593
KERALA,18,2009,Hr. Secondary/Intermediate/Pre-University,841,384,1225
KERALA,18,2009,Diploma,59,20,79
KERALA,18,2009,Graduate,182,92,274
KERALA,18,2009,Post Graduate and Above,32,13,45
KERALA,18,2010,No Education,190,96,286
KERALA,18,2010,Primary,1339,531,1870
KERALA,18,2010,Middle,1972,544,2516
KERALA,18,2010,Matriculate/Secondary,1762,640,2402
KERALA,18,2010,Hr. Secondary/Intermediate/Pre-University,775,319,1094
KERALA,18,2010,Diploma,66,15,81
KERALA,18,2010,Graduate,195,82,277
KERALA,18,2010,Post Graduate and Above,47,13,60
KERALA,18,2011,No Education,100,70,170
KERALA,18,2011,Primary,1196,489,1685
KERALA,18,2011,Middle,2020,578,2598
KERALA,18,2011,Matriculate/Secondary,1774,572,2346
KERALA,18,2011,Hr. Secondary/Intermediate/Pre-University,793,357,1150
KERALA,18,2011,Diploma,71,25,96
KERALA,18,2011,Graduate,224,101,325
KERALA,18,2011,Post Graduate and Above,34,27,61
KERALA,18,2012,No Education,98,57,155
KERALA,18,2012,Primary,1403,475,1878
KERALA,18,2012,Middle,1806,470,2276
KERALA,18,2012,Matriculate/Secondary,1991,591,2582
KERALA,18,2012,Hr. Secondary/Intermediate/Pre-University,736,329,1065
KERALA,18,2012,Diploma,90,29,119
KERALA,18,2012,Graduate,246,113,359
KERALA,18,2012,Post Graduate and Above,39,17,56
KERALA,18,2013,No Education,119,56,175
KERALA,18,2013,Primary,1368,433,1801
KERALA,18,2013,Middle,1838,435,2273
KERALA,18,2013,Matriculate/Secondary,2049,491,2540
KERALA,18,2013,Hr. Secondary/Intermediate/Pre-University,942,354,1296
KERALA,18,2013,Diploma,91,31,122
